"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","national_rank"
"51","Brown University","United States of America",63.7,36.9,60.3,94.1,29.9,68.9,8653,10.1,"19%",NA,2013,30
"52","Tsinghua University","China",74.5,37.2,76.4,55.2,99.2,67.1,39763,13.7,"10%","32 : 68",2013,2
"53","Ohio State University","United States of America",66.7,46.3,60.9,80.1,49.5,67,51462,13.4,"12%","49 : 51",2013,31
"54","Boston University","United States of America",65.4,39.2,50.9,94.2,30.6,66.8,24789,8.6,"17%","58 : 42",2013,32
"54","Kyoto University","Japan",77.1,26.3,74.8,57.8,76.4,66.8,22809,5.6,"7%",NA,2013,2
"56","University of Southern California","United States of America",68.4,43.4,57.1,81.9,33.5,66.3,36534,12.9,"20%","52 : 48",2013,33
"57","King’s College London","United Kingdom",53.5,86,59.3,82.8,42.4,66.2,21394,11.4,"37%","61 : 39",2013,8
"58","KU Leuven","Belgium",59.7,56.6,71,67.2,99.7,66.1,42503,41.9,"18%","54 : 46",2013,1
"59","Seoul National University","South Korea",76.7,27,81.4,48,81.7,65.9,26389,13.9,"10%",NA,2013,2
"59","École Normale Supérieure","France",61.6,67.3,46.9,90.3,47.2,65.9,2400,7.9,"20%","46 : 54",2013,1
"61","Pennsylvania State University","United States of America",55,34.9,69.2,81.4,59.7,65.8,44501,12.4,"12%","46 : 54",2013,34
"62","University of Sydney","Australia",59.5,83,70.1,62.9,69.2,65.7,41868,20.2,"28%","57 : 43",2013,3
"62","École Polytechnique","France",56.5,83,54.7,80.7,75.8,65.7,2429,4.8,"30%","18 : 82",2013,2
"64","Leiden University","Netherlands",54,54.8,67.1,78.4,46.1,65.1,21222,17.1,"10%","59 : 41",2013,1
"65","Hong Kong University of Science and Technology","Hong Kong",56.9,78.1,64.6,68.9,55.6,64.4,11385,23.8,"36%",NA,2013,2
"65","The University of Queensland","Australia",54.4,77.8,66.1,69.6,64,64.4,34718,32.7,"27%","53 : 47",2013,4
"67","Utrecht University","Netherlands",48,47.3,64.7,82.4,82.6,64.1,30779,15.4,"7%","59 : 41",2013,2
"68","Korea Advanced Institute of Science and Technology (KAIST)","South Korea",69.9,31.1,68.9,58.4,100,64,9027,10,"9%","20 : 80",2013,3
"69","Purdue University","United States of America",59.8,54.8,71.9,63.1,NA,63.8,39256,18.1,"22%","42 : 58",2013,35
"70","University of Göttingen","Germany",50,51,52.5,92.5,34.4,63.2,25581,25.6,"12%","51 : 49",2013,2
"70","Wageningen University and Research Center","Netherlands",54.9,79.2,53.7,73.8,100,63.2,9248,17,"21%","56 : 44",2013,3
"72","Erasmus University Rotterdam","Netherlands",44.5,62.8,64.1,80.2,62,62.9,20580,18.9,"18%","48 : 52",2013,4
"72","University of Massachusetts","United States of America",57.1,31.7,62.6,77.8,52.8,62.9,56959,13,"11%","49 : 51",2013,36
"74","University of Bristol","United Kingdom",50.1,71.9,51.7,85.4,38.7,62.5,17906,14,"25%","53 : 47",2013,9
"75","Rice University","United States of America",49.5,59,39.3,100,36.5,62,6333,9,"26%","44 : 56",2013,37
"76","University of Pittsburgh","United States of America",54.6,29.4,55.1,85.2,39.3,61.7,26485,5.8,"10%","51 : 49",2013,38
"77","Delft University of Technology","Netherlands",59.9,67.7,75.1,45.1,99.9,61.6,15920,19.4,"25%","26 : 74",2013,5
"78","Heidelberg University","Germany",61.4,61.3,49,75.5,40.7,61.4,28881,24.5,"17%","55 : 45",2013,3
"79","Emory University","United States of America",56.7,36.6,44.4,90.9,38.3,61.3,12338,4.5,"18%","56 : 44",2013,39
"80","Durham University","United Kingdom",42.3,77.7,44.5,93.3,34.3,60.7,15489,15.7,"24%","54 : 46",2013,10
"81","Pierre and Marie Curie University","France",59.2,64.4,43.5,80.6,28.6,60.5,27862,8.7,"18%","48 : 52",2013,3
"82","Lund University","Sweden",43.6,64.4,61.3,77.1,34.2,60.3,28251,11.5,"15%",NA,2013,2
"83","University of Amsterdam","Netherlands",45.6,57,61.3,75.1,49,60.1,24570,14.4,"11%","53 : 47",2013,6
"84","University of Montreal","Canada",54,74.6,57.9,60.9,95,59.8,38264,20.3,"25%","57 : 43",2013,4
"85","University of New South Wales","Australia",52.6,84.8,63.8,56.7,50.5,59.6,38309,25.9,"33%","47 : 53",2013,5
"86","Nanyang Technological University","Singapore",45.7,90.5,66.9,54.5,99.5,59.4,25028,16.2,"33%","48 : 52",2013,2
"87","Tufts University","United States of America",52.6,39.6,36.4,94.8,39.4,59.1,10410,10,"14%","54 : 46",2013,40
"88","McMaster University","Canada",42.3,66.9,47.9,81.7,98,59,23823,19.3,"15%","53 : 47",2013,5
"89","University of Groningen","Netherlands",43.8,49.8,61,71.6,85.2,58.8,24556,25.6,"12%","52 : 48",2013,7
"89","University of Zurich","Switzerland",50,84.1,41.6,80,38.3,58.8,26583,6.5,"19%","57 : 43",2013,3
"91","University of Colorado Boulder","United States of America",42.3,34.7,44.4,97.1,NA,58.7,29325,16.1,"8%","45 : 55",2013,41
"92","Paris-Sud University","France",48,63.9,45.9,82.9,28.4,58.6,27603,15,"17%",NA,2013,4
"93","Ghent University","Belgium",46.4,49.1,56.7,71.3,95.9,58.4,32166,34.1,"9%","57 : 43",2013,2
"94","Michigan State University","United States of America",51.8,36.8,56.8,73.8,32.6,58.3,44750,15.7,"15%","51 : 49",2013,42
"94","University of Notre Dame","United States of America",48.3,41.6,39.6,93.5,29.8,58.3,11829,13.8,"10%","44 : 56",2013,43
"96","University of California, Irvine","United States of America",44,35.2,47.2,90.3,42.1,58.2,26614,16.1,"16%","52 : 48",2013,44
"97","University of Maryland, College Park","United States of America",44.9,40.4,51.4,83.9,32.1,57.9,31331,8.4,"9%","48 : 52",2013,45
"98","University of Arizona","United States of America",47,31.3,53.7,76.9,83.9,57.7,36429,12.7,"8%","52 : 48",2013,46
"99","Humboldt University of Berlin","Germany",55.4,57.5,58.7,59.5,NA,57.5,29987,52.5,"16%",NA,2013,4
"99","Monash University","Australia",47.8,66.4,60.6,60.9,70,57.5,50882,40.5,"36%","56 : 44",2013,6
"99","Rutgers, the State University of New Jersey","United States of America",50.9,27.9,61.3,69.5,35.8,57.5,37032,17.3,"8%","51 : 49",2013,47
"102","University of Rochester","United States of America",46,45.9,37.8,92.3,39.6,57.2,9390,4.5,"26%","49 : 51",2013,48
"103","University of York","United Kingdom",41.9,71.9,43.9,83.4,38.4,57.1,NA,NA,NA,NA,2013,11
"104","Case Western Reserve University","United States of America",56.5,34.2,42,80.4,NA,56.9,9259,6.4,"17%","48 : 52",2013,49
"105","Technical University of Munich","Germany",51.2,61.5,42.4,76.5,49.7,56.8,35565,31.5,"20%","33 : 67",2013,5
"106","Uppsala University","Sweden",48.6,56.3,63.9,58.2,44.1,56.6,25266,18.2,"12%","57 : 43",2013,3
"106","Vanderbilt University","United States of America",51.5,27.5,40.9,85,53,56.6,12161,3.6,"10%","52 : 48",2013,50
"108","University of St Andrews","United Kingdom",43.2,86.3,43.8,76.6,38.9,56.5,8338,12.7,"47%","56 : 44",2013,12
"109","University of Helsinki","Finland",42.8,48.3,53,77.7,31.1,56.4,23505,15.1,"6%","66 : 34",2013,1
"110","Trinity College Dublin","Republic of Ireland",41.9,84.5,33.5,88.1,32.8,56.2,15521,18,"25%","57 : 43",2013,1
"110","University of Sheffield","United Kingdom",49.5,68.1,46.2,71,41.5,56.2,23311,15.5,"31%","50 : 50",2013,13
"110","University of Sussex","United Kingdom",34.9,76.7,39.5,91.1,32.1,56.2,12001,17.4,"35%","54 : 46",2013,14
"113","University of Cape Town","South Africa",34.7,75.1,45.5,79.7,87.3,55.8,20040,12.1,"18%","53 : 47",2013,1
"114","Eindhoven University of Technology","Netherlands",44.1,69.8,51.8,63.8,100,55.6,8176,16,"14%","19 : 81",2013,8
"115","Maastricht University","Netherlands",39.7,85.2,53.2,62.5,99.1,55.5,15626,18.9,"48%","56 : 44",2013,9
"116","Aarhus University","Denmark",35.7,66.4,54.6,71.6,69.7,55.3,23895,13.6,"14%","54 : 46",2013,1
"117","Stockholm University","Sweden",31.3,52.2,43.8,93,32,55.2,31715,23.7,"8%","62 : 38",2013,4
"118","University of Virginia","United States of America",55.9,27.9,43,73.5,48.6,55,23845,10.2,"12%","52 : 48",2013,51
"119","Royal Holloway, University of London","United Kingdom",30.5,92.5,27.7,99,31.9,54.9,8747,15.9,"37%","57 : 43",2013,15
"120","University of Nottingham","United Kingdom",48.1,70.1,50.8,62.8,38.3,54.8,30144,15,"27%","54 : 46",2013,16
"121","University of Alberta","Canada",50.9,67.6,53.9,56.6,50.6,54.7,36299,21.6,"23%","55 : 45",2013,6
"122","University of California, Santa Cruz","United States of America",32.1,32.5,39.6,99.9,NA,54.5,17404,22.7,"1%","53 : 47",2013,52
"122","University of Florida","United States of America",52,31.2,62.9,56,NA,54.5,50095,18.7,"9%","54 : 46",2013,53
"124","Chinese University of Hong Kong","Hong Kong",53.7,62.6,63.1,45.1,44.5,54.4,17916,10.2,"22%","53 : 47",2013,3
"124","Dartmouth College","United States of America",47.5,31.5,35.9,87,38.6,54.4,6178,6.6,"16%","47 : 53",2013,54
"124","University of Warwick","United Kingdom",48.9,80.9,50.5,58.8,35.3,54.4,18529,16.6,"37%","48 : 52",2013,17
"127","Radboud University Nijmegen","Netherlands",35.7,53.4,54.3,73.3,41.7,54,17713,13,"10%","58 : 42",2013,10
"128","Free University of Berlin","Germany",53.1,60.9,56.5,51.5,32.8,53.7,33062,39.3,"20%","58 : 42",2013,6
"128","Tokyo Institute of Technology","Japan",58,29.6,56.1,52,65.3,53.7,9586,7.3,"13%","13 : 87",2013,3
"130","University of Copenhagen","Denmark",42.2,73.5,40.4,74.3,39.7,53.6,27545,4.1,"19%","67 : 33",2013,2
"130","University of Lausanne","Switzerland",33,82.7,44.8,76.2,45.8,53.6,11964,13.1,"22%",NA,2013,4
"130","University of Southampton","United Kingdom",37.9,77.4,38.9,79.2,41.8,53.6,20925,13.5,"29%","53 : 47",2013,18
"133","University of Geneva","Switzerland",36.2,95.3,42.5,73.1,32.4,53.5,15668,15,"39%","61 : 39",2013,5
"134","Indiana University","United States of America",48.3,36,44.2,72.5,NA,53.2,62468,13.6,"13%","53 : 47",2013,55
"134","National Taiwan University","Taiwan",56.4,24.6,65.7,45.5,44,53.2,31891,11.9,"7%","39 : 61",2013,1
"134","University of Utah","United States of America",43.3,25.2,41.3,81,63.3,53.2,25674,16.9,"9%","45 : 55",2013,56
"137","Hebrew University of Jerusalem","Israel",48.8,50.3,55.8,57,33.6,53.1,17612,10.7,"5%","55 : 45",2013,1
"137","Tohoku University","Japan",57.7,32,55.6,48.9,80.7,53.1,17200,5,"7%","25 : 75",2013,4
"139","University of Glasgow","United Kingdom",37.3,69.7,40.2,78.1,44.1,53,22616,16,"29%","57 : 43",2013,19
"140","KTH Royal Institute of Technology","Sweden",47.5,86.1,49.7,49.1,100,52.9,12062,14.6,"21%","30 : 70",2013,5
"140","VU University Amsterdam","Netherlands",40.5,47.1,45.1,74.2,58.5,52.9,23280,16.3,"6%","56 : 44",2013,11
"142","University of Basel","Switzerland",37.1,89.8,23.2,87.8,64.2,52.8,12551,17.3,"24%","54 : 46",2013,6
"142","University of Leeds","United Kingdom",41.5,66.6,48.6,65.8,41.3,52.8,27703,14.7,"21%","58 : 42",2013,20
"144","University of Freiburg","Germany",48.3,54.9,33,72.4,81.1,52.3,26467,31.2,"16%","52 : 48",2013,7
"145","Lancaster University","United Kingdom",37.7,76.2,40.9,73.2,31.8,52.1,11512,14.9,"33%","52 : 48",2013,21
"145","Queen Mary University of London","United Kingdom",33.1,87,30,85.4,42.7,52.1,14260,14,"40%","52 : 48",2013,22
"147","Osaka University","Japan",59.5,23.6,55.7,46.4,69.6,52,23144,7.8,"9%","31 : 69",2013,5
"148","Arizona State University","United States of America",38.4,27.4,45.2,79.9,31.8,51.9,83236,29.9,"9%","50 : 50",2013,57
"149","Technical University of Denmark","Denmark",37.9,77,30,76.9,98.7,51.7,9990,5,"18%","27 : 73",2013,3
"150","Boston College","United States of America",34.5,52.4,33.2,88.7,NA,51.6,13216,17.4,"19%","54 : 46",2013,58
"151","Karlsruhe Institute of Technology","Germany",46.3,64.5,38.9,63.4,82.9,51.5,25294,24.6,"16%","26 : 74",2013,8
"151","University of Bern","Switzerland",43,77.3,36,69.7,42,51.5,14708,22.5,"14%","54 : 46",2013,7
"153","University of Exeter","United Kingdom",33.2,74.1,38.1,78.1,37.1,51.3,17755,18.8,"28%","54 : 46",2013,23
"154","RWTH Aachen University","Germany",45.3,53.9,32.4,73.8,63.1,51.1,37917,27.6,"16%","31 : 69",2013,9
"154","University of California, Riverside","United States of America",29.1,62.8,32.5,90.3,33.5,51.1,20626,22,"12%","51 : 49",2013,59
"156","Texas A&M University","United States of America",46.4,47.2,58.3,49.3,45.5,50.9,50657,21.4,"9%","47 : 53",2013,60
"156","Yeshiva University","United States of America",51.7,28.4,30.1,78.8,NA,50.9,6753,5.5,"7%","53 : 47",2013,61
"158","Tel Aviv University","Israel",50.7,39.5,59.8,43.7,49.2,50.5,23977,24.4,"4%",NA,2013,2
"158","University of Birmingham","United Kingdom",44.8,69.7,46.7,56.3,38.4,50.5,25295,16.4,"23%","54 : 46",2013,24
"158","University of São Paulo","Brazil",63,24.5,65.7,30.2,40,50.5,81402,14.6,"4%","48 : 52",2013,1
"161","University of Auckland","New Zealand",34,88,40.9,64.2,76.6,50.3,29787,18.9,"28%","54 : 46",2013,1
"162","Stony Brook University","United States of America",38.8,52.8,29.9,82.9,31.6,50.2,21908,10.9,"24%","50 : 50",2013,62
"162","University of Vienna","Austria",44.3,86.3,46.7,52.4,29.1,50.2,34651,20.5,"25%","67 : 33",2013,1
"164","Université Catholique de Louvain","Belgium",38.6,64.3,40.5,68.8,34.5,50,28856,42,"19%","54 : 46",2013,3
"165","University of Delaware","United States of America",30,37.3,41.6,76.6,97.7,49.7,19262,15.9,"10%","56 : 44",2013,63
"166","Paris Diderot University – Paris 7","France",31.9,66.8,27.1,87.9,NA,49.6,27756,14.8,"17%","63 : 37",2013,5
"167","University of Texas at Dallas","United States of America",32.6,46.8,32.2,85.2,40,49.5,16306,22.8,"23%","44 : 56",2013,64
"168","George Washington University","United States of America",48.1,36.6,28,77.1,30,49.4,20541,12,"16%","56 : 44",2013,65
"169","University of Iowa","United States of America",49,26.4,40.9,65.7,NA,49.3,27526,11.6,"11%","52 : 48",2013,66
"170","École Normale Supérieure de Lyon","France",40.8,61,25.9,79.6,28.9,49.2,2218,8,"14%","49 : 51",2013,6
"171","University of Bonn","Germany",40.9,54,26.1,80.4,NA,49,32474,70.4,"13%","55 : 45",2013,10
"171","University of Liverpool","United Kingdom",38.7,73.7,37.5,64.8,46.4,49,18815,13.6,"30%","52 : 48",2013,25
"171","University of Ottawa","Canada",40.8,58.1,41.4,63.1,43,49,36733,26.3,"15%","60 : 40",2013,7
"174","Georgetown University","United States of America",56.4,32.9,35.6,59.8,NA,48.9,15408,8.5,"14%","53 : 47",2013,67
"174","Rensselaer Polytechnic Institute","United States of America",36.2,32.9,40.2,73,66.8,48.9,6671,15,"16%","30 : 70",2013,68
"176","University of Aberdeen","United Kingdom",31.9,84.1,34.3,71.5,48.9,48.8,12938,15.8,"33%","54 : 46",2013,26
"176","University of Adelaide","Australia",37.3,82.2,43.7,55.9,63.2,48.8,20771,30.1,"26%","48 : 52",2013,7
"176","University of East Anglia","United Kingdom",29.6,68.9,27.7,85.5,30.7,48.8,14992,14.7,"28%","58 : 42",2013,27
"176","University of Reading","United Kingdom",39.3,72.4,41.1,61.3,35.2,48.8,12050,14.8,"28%","55 : 45",2013,28
"180","Joseph Fourier University","France",36.6,56.3,26.5,81.8,36.3,48.6,16130,12.1,"13%",NA,2013,7
"180","Newcastle University","United Kingdom",37.9,74.4,30.5,72.1,37.4,48.6,20174,15.2,"29%","50 : 50",2013,29
"182","City University of Hong Kong","Hong Kong",35.2,64,41.8,64.1,53.6,48.5,10015,7.1,"28%","51 : 49",2013,4
"183","Yonsei University","South Korea",48.3,33.4,50.6,48.6,56.1,48.2,24774,11.6,"14%",NA,2013,4
"184","Colorado School of Mines","United States of America",24.9,51.2,22.5,94.3,66,48,5287,18.2,"12%","26 : 74",2013,69
"184","University of Illinois at Chicago","United States of America",53.9,29.1,42.6,52.9,40.4,48,24313,9.2,"17%","53 : 47",2013,70
"184","William & Mary","United States of America",41.3,25.8,22.6,87.1,29.9,48,7867,11.8,"7%","54 : 46",2013,71
"187","University College Dublin","Republic of Ireland",31.1,76.5,31.8,74.9,35.3,47.9,22193,24.5,"23%",NA,2013,2
"187","University of Twente","Netherlands",35.8,61.5,46.4,55.6,79.7,47.9,6631,12,"26%","37 : 63",2013,12
"189","Medical University of South Carolina","United States of America",46.2,27.7,39.6,59.7,77.1,47.7,NA,NA,NA,NA,2013,72
"190","University of Western Australia","Australia",35,88.4,39.9,55.7,60,47.3,20851,20.7,"27%","50 : 50",2013,8
"190","Wake Forest University","United States of America",37.5,19,22.4,89.1,48,47.3,7326,4.6,"5%","51 : 49",2013,73
"192","University of Antwerp","Belgium",33.8,58.5,35.5,64.8,100,47.1,12346,30.3,"16%","56 : 44",2013,4
"193","Iowa State University","United States of America",35.7,30.5,34.3,74.9,44,46.9,29991,17.4,"11%","44 : 56",2013,74
"193","Technion Israel Institute of Technology","Israel",44.8,55.9,50.2,44,40.8,46.9,13855,19.4,"4%","35 : 65",2013,3
"193","University of Miami","United States of America",48.7,33.1,27,69.7,NA,46.9,15286,5.7,"14%","50 : 50",2013,75
"196","University of Leicester","United Kingdom",33,83.7,32.5,66.5,34.9,46.7,14541,13.4,"35%","54 : 46",2013,30
"196","University of Victoria","Canada",20.2,65.9,33.7,82.7,30.6,46.7,17581,21.5,"11%","56 : 44",2013,8
"198","University at Buffalo","United States of America",46.3,50.7,40.6,52.1,42.4,46.6,25668,19,"19%","47 : 53",2013,76
"199","Goethe University Frankfurt","Germany",33.3,57.6,29.7,73.9,41.4,46.4,31861,9.3,"15%","60 : 40",2013,11
"200","Birkbeck, University of London","United Kingdom",27.6,83.2,30.5,72.8,29.4,46.2,9454,17.2,"38%","55 : 45",2013,31
"201-225","Autonomous University of Barcelona","Spain",39,47.1,35.7,62.8,37.3,NA,30538,12.3,"10%","59 : 41",2013,1
"201-225","Brandeis University","United States of America",27.3,45.3,27.9,83.1,37.4,NA,5495,12.6,"22%","55 : 45",2013,77
"201-225","Cardiff University","United Kingdom",32.5,68.1,38.2,60.2,39.8,NA,23347,13.1,"23%","57 : 43",2013,32
"201-225","Fudan University","China",45.3,38.6,39.5,51.3,46.3,NA,32175,12.2,"11%","50 : 50",2013,3
"201-225","Johannes Gutenberg University of Mainz","Germany",33.5,57,18.4,85.2,NA,NA,35609,32.6,"10%","58 : 42",2013,12
"201-225","Lomonosov Moscow State University","Russian Federation",63.5,50.3,48.1,19.7,70.1,NA,30822,7.7,"20%","43 : 57",2013,1
"201-225","Middle East Technical University","Turkey",50.8,28,46,44.6,50.6,NA,25779,22.2,"7%","44 : 56",2013,1
"201-225","Nagoya University","Japan",44.2,25.3,39.2,53.3,35.5,NA,15529,7.9,"10%","29 : 71",2013,6
"201-225","Northeastern University","United States of America",40.1,41,21.2,76.4,33.8,NA,18539,15.1,"26%","50 : 50",2013,78
"201-225","Pompeu Fabra University","Spain",27.3,49.9,23.2,77.5,34.2,NA,10901,18.3,"13%","59 : 41",2013,2
"201-225","Queen’s University","Canada",39.5,58,35.4,51.2,77.3,NA,20488,22.1,"10%","58 : 42",2013,9
"201-225","St George’s, University of London","United Kingdom",20,57.9,22.6,89.7,44.1,NA,2958,13.4,"17%","61 : 39",2013,33
"201-225","Sungkyunkwan University (SKKU)","South Korea",47.1,30.9,48.7,39.3,98.7,NA,24365,20.3,"9%","39 : 61",2013,5
"201-225","Tilburg University","Netherlands",38.2,56.6,54.5,33.7,54.8,NA,7576,22.4,"10%","49 : 51",2013,13
"201-225","University of Barcelona","Spain",32.5,46,33.4,71.4,30.9,NA,47491,12.2,"10%","62 : 38",2013,3
"201-225","University of Dundee","United Kingdom",24.8,66.6,23.2,81.1,49.9,NA,11628,15.3,"25%","60 : 40",2013,34
"201-225","University of Erlangen-Nuremberg","Germany",35,49,18.7,74.6,45.2,NA,36146,53.9,"9%","49 : 51",2013,13
"201-225","University of Georgia","United States of America",45.4,36.2,40.1,46.8,31.3,NA,33119,19.9,"7%","57 : 43",2013,79
"201-225","University of Gothenburg","Sweden",28.3,48.4,41.9,63.8,38.6,NA,26420,16.4,"12%",NA,2013,6
"201-225","University of Innsbruck","Austria",36.6,88.7,17.9,71.6,38.2,NA,18209,16.9,"39%","54 : 46",2013,2
"201-225","University of Konstanz","Germany",32.6,58.5,35.6,64.5,51.9,NA,10930,59.1,"12%","54 : 46",2013,14
"201-225","University of Oslo","Norway",33.5,59,39.8,62.3,31.4,NA,27139,18.8,"18%",NA,2013,1
"201-225","University of Science and Technology of China","China",39.2,22,27.7,72.7,50.1,NA,14290,7.9,"2%",NA,2013,4
"201-225","University of Strasbourg","France",29.7,68.3,29.2,72,34.8,NA,46208,17.8,"21%","58 : 42",2013,8
"201-225","University of Tübingen","Germany",36.3,56.3,25.1,73.8,31.6,NA,28327,38.9,"12%","58 : 42",2013,15
"226-250","Bilkent University","Turkey",34.7,42,30.5,60.1,39.9,NA,NA,NA,NA,NA,2013,2
"226-250","Carleton University","Canada",18.3,56.8,26.7,75.1,NA,NA,25036,29.8,"18%","47 : 53",2013,10
"226-250","Chalmers University of Technology","Sweden",29.9,65.3,41.5,47.7,78.5,NA,8605,11.6,"15%","30 : 70",2013,7
"226-250","Florida Institute of Technology","United States of America",16.2,58.4,11.9,92.5,28.7,NA,4408,13.7,"26%","34 : 66",2013,80
"226-250","Georgia Health Sciences University","United States of America",49.4,32.6,17.5,62,43.6,NA,NA,NA,NA,NA,2013,81
"226-250","Indian Institute of Technology Kharagpur","India",44.2,16.1,45.3,39,72.4,NA,9928,17.5,"0%","15 : 85",2013,1
"226-250","Korea University","South Korea",44.7,27.3,43.7,39.4,52.1,NA,24043,15.8,"14%",NA,2013,6
"226-250","Koç University","Turkey",20.4,52.8,22.3,79.2,37.9,NA,4488,14.6,"8%","52 : 48",2013,3
"226-250","Laval University","Canada",36.4,54.4,27.3,57.5,56.6,NA,27227,16.2,"12%",NA,2013,11
"226-250","Mines ParisTech","France",39.5,62.4,25.6,51.7,99.4,NA,1283,5.6,"22%","28 : 72",2013,9
"226-250","National Research Nuclear University MePhI","Russian Federation",20.9,18.8,10.6,100,59.6,NA,7801,7.3,"7%","29 : 71",2013,2
"226-250","National Tsing Hua University","Taiwan",45.5,20.1,44.1,44.4,44,NA,10221,13.5,"5%","33 : 67",2013,2
"226-250","Simon Fraser University","Canada",24,55.6,35.3,61,41.6,NA,26640,28.3,"19%","55 : 45",2013,12
"226-250","Technical University of Darmstadt","Germany",37.8,64.4,31.8,44.4,84.4,NA,20300,53.6,"18%","28 : 72",2013,16
"226-250","Tulane University","United States of America",42.8,31.2,22.6,66.8,NA,NA,11381,8.4,"8%","56 : 44",2013,82
"226-250","University of Bergen","Norway",28.3,71,26.8,66.2,41.1,NA,11623,11.1,"12%","60 : 40",2013,2
"226-250","University of Calgary","Canada",37.3,62.2,35.8,47.1,42.8,NA,28341,16.5,"17%","53 : 47",2013,13
"226-250","University of Cincinnati","United States of America",34.9,23.9,26.5,69.5,35.8,NA,36108,15.7,"6%","54 : 46",2013,83
"226-250","University of Missouri","United States of America",40.4,30.8,45.8,45.2,31.1,NA,29885,14.1,"5%","53 : 47",2013,84
"226-250","University of Otago","New Zealand",28.8,85.4,30.9,54.8,37.2,NA,18600,20.3,"21%","57 : 43",2013,2
"226-250","University of South Florida","United States of America",32.6,19.7,42,48.4,98.9,NA,31424,21.5,"10%",NA,2013,85
"226-250","University of the Witwatersrand","South Africa",28.6,65.1,38.3,49.8,98.4,NA,23321,18.6,"9%","56 : 44",2013,2
"226-250","University of Waterloo","Canada",34.7,58.3,42.1,41.8,39.4,NA,30726,24.2,"14%","45 : 55",2013,14
"226-250","University of Western Ontario","Canada",39.4,51.3,37.2,44.8,44.6,NA,27387,20.7,"16%","54 : 46",2013,15
"226-250","University of Würzburg","Germany",33,44.8,19.4,70.9,30.4,NA,26576,38.4,"8%","57 : 43",2013,17
"226-250","Université Libre de Bruxelles","Belgium",25.6,78.2,30.6,59.3,54.9,NA,23819,26.1,"32%","54 : 46",2013,5
"251-275","Aalto University","Finland",34.4,52,26.8,50.1,73.7,NA,16099,24.2,"17%","32 : 68",2013,2
"251-275","Dalhousie University","Canada",30.2,59.1,29.8,54.3,65,NA,15064,14.4,"18%","55 : 45",2013,16
"251-275","Hong Kong Polytechnic University","Hong Kong",34.6,65.4,41.2,39.8,42.2,NA,22064,25.9,"26%","51 : 49",2013,5
"251-275","Indian Institute of Technology Bombay","India",47.3,19.9,33.1,45.6,52.7,NA,8327,14.9,"1%","16 : 84",2013,2
"251-275","Macquarie University","Australia",22,86.8,29.6,54.8,37.2,NA,27930,20,"44%","55 : 45",2013,9
"251-275","Nanjing University","China",41.3,48.4,25.3,52.1,47.7,NA,29743,13.3,"10%","46 : 54",2013,5
"251-275","National Chiao Tung University","Taiwan",39.6,27.2,49.6,31.5,99,NA,12646,16.6,"5%","27 : 73",2013,3
"251-275","Norwegian University of Science and Technology","Norway",34.2,57.5,27.7,50.8,45.2,NA,17381,13.9,"9%","46 : 54",2013,3
"251-275","Queensland University of Technology","Australia",27.6,69.2,37,47,58.9,NA,33391,35.8,"17%","54 : 46",2013,10
"251-275","State University of Campinas","Brazil",51.7,20.9,46.8,26.5,44.9,NA,27095,15.3,"3%","48 : 52",2013,2
"251-275","Stellenbosch University","South Africa",31.5,47.8,35,48.9,96.6,NA,21849,23,"8%","53 : 47",2013,3
"251-275","Tokyo Metropolitan University","Japan",19,19.6,9.8,97.1,31.1,NA,9303,9.9,"4%","35 : 65",2013,7
"251-275","Umeå University","Sweden",23.5,52.4,34.5,59.6,29.7,NA,16667,11.9,"7%","60 : 40",2013,8
"251-275","University of Connecticut","United States of America",42.5,40.5,29.7,50,32.6,NA,25742,13,"11%","51 : 49",2013,86
"251-275","University of Essex","United Kingdom",33.7,86.4,34.6,39.6,31,NA,12695,19.8,"39%","55 : 45",2013,35
"251-275","University of Iceland","Iceland",11.4,59.9,28,71,74.4,NA,13960,25.9,"8%","66 : 34",2013,1
"251-275","University of Kiel","Germany",32.1,44.6,27,62.5,35.6,NA,24444,23.8,"8%","53 : 47",2013,18
"251-275","University of Milan","Italy",36.3,35.7,24.2,61,38.2,NA,58618,24.3,"5%","60 : 40",2013,1
"251-275","University of Milan-Bicocca","Italy",26.1,36.2,21.1,76,39,NA,33370,72.5,"5%","60 : 40",2013,2
"251-275","University of Münster","Germany",35.9,43.2,20.4,63.6,38.2,NA,39838,46.1,"8%","53 : 47",2013,19
"251-275","University of Oregon","United States of America",31.5,30.2,21.7,70.4,NA,NA,24418,20.2,"11%","52 : 48",2013,87
"251-275","University of Trieste","Italy",19.6,48.5,14.3,82.2,33.6,NA,18135,25.8,"9%","56 : 44",2013,3
"251-275","Victoria University of Wellington","New Zealand",22.3,84.8,29.1,55.6,43,NA,17142,21.1,"21%","55 : 45",2013,3
"251-275","Vienna University of Technology","Austria",44.8,71.4,32.4,34.2,65.5,NA,26419,52,"27%","27 : 73",2013,3
"276-300","Aberystwyth University","United Kingdom",23.8,63.1,21.7,64.3,34.9,NA,9252,19.2,"18%","48 : 52",2013,36
"276-300","Bangor University","United Kingdom",27.6,70.3,25.7,53.8,31.6,NA,9567,19.5,"22%","55 : 45",2013,37
